date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:30:12	7154/7154	---MCZ	200	added ('OK')	application/javascript	etag:W/%22649d9e29-1bf2%22	https://s0.wp.com/wp-content/js/bilmur.min.js?m=202330	C:/My%20Web%20Sites/contacto/s0.wp.com/wp-content/js/bilmur.minbf6c.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:12	18833/18833	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263331441-4991%22	https://jefesprofootball.com/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/underscore.mind584.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:12	2643/2643	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632e0f32-a53%22	https://jefesprofootball.com/wp-includes/js/shortcode.min.js?m=1663962930	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/shortcode.min6e03.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:13	23848/23848	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbe690-5d28%22	https://jefesprofootball.com/wp-includes/js/backbone.min.js?ver=1.4.1	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/backbone.min330a.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:13	16995/16995	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226c50704cd1b33329a181c22a1d67cb1%22	https://jefesprofootball.com/_static/??wp-content/themes/astra/assets/js/minified/frontend.min.js,wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdn.js?m=1683565066	C:/My%20Web%20Sites/contacto/jefesprofootball.com/_static/indexcf59.html	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:13	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%226335a9d7-26935%22	https://jefesprofootball.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:13	2361/2361	---MCZ	200	added ('OK')	application/javascript	etag:W/%226489ad36-939%22	https://jefesprofootball.com/wp-content/plugins/gutenberg/build/a11y/index.min.js?ver=9061ce25a6ee8a006b52	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-content/plugins/gutenberg/build/a11y/index.min1c1d.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:13	9009/9009	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633c576b-2331%22	https://jefesprofootball.com/wp-includes/js/clipboard.min.js?m=1664898923	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/clipboard.min7bf6.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:14	110278/110278	---MCZ	200	added ('OK')	application/javascript	etag:W/%22645a377e-1aec6%22	https://jefesprofootball.com/wp-includes/js/media-views.min.js?ver=6.2.2	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/media-views.min3781.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:14	10885/10885	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbe690-2a85%22	https://jefesprofootball.com/wp-includes/js/media-editor.min.js?ver=6.2.2	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-includes/js/media-editor.min3781.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:14	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	http://assets.pinterest.com/js/pinit.js?ver=1.13.4	C:/My%20Web%20Sites/contacto/assets.pinterest.com/js/pinitd584.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:14	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/13576-1684465059757.7075	https://stats.wp.com/e-202330.js	C:/My%20Web%20Sites/contacto/stats.wp.com/e-202330.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:15	20292/20292	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622fce81-4f44%22	https://jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.5.1	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/frontend.min9d52.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:15	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264997986-2fa6%22	https://jefesprofootball.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?m=1687779718	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.minfb71.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:15	40814/40814	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264997986-9f6e%22	https://jefesprofootball.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.14.1	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-content/plugins/elementor/assets/js/frontend.mina1c3.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:15	24283/24283	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622fce81-5edb%22	https://jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?m=1647300225	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/elements-handlers.mine119.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
15:30:16	771/771	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b7072e-303%22	https://jefesprofootball.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.2.3	C:/My%20Web%20Sites/contacto/jefesprofootball.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min7f54.js	(from https://jefesprofootball.com/conoce-a-los-jefes/)
