date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:02	9009/9009	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633c576b-2331%22	https://jefesprofootball.com/wp-includes/js/clipboard.min.js?m=1664898923	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-includes/js/clipboard.min7bf6.js	(from https://jefesprofootball.com/noticias/)
15:20:02	110278/110278	---MCZ	200	added ('OK')	application/javascript	etag:W/%22645a377e-1aec6%22	https://jefesprofootball.com/wp-includes/js/media-views.min.js?ver=6.2.2	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-includes/js/media-views.min3781.js	(from https://jefesprofootball.com/noticias/)
15:20:04	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	http://assets.pinterest.com/js/pinit.js?ver=1.13.4	C:/My%20Web%20Sites/noticias/assets.pinterest.com/js/pinitd584.js	(from https://jefesprofootball.com/noticias/)
15:20:04	10885/10885	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbe690-2a85%22	https://jefesprofootball.com/wp-includes/js/media-editor.min.js?ver=6.2.2	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-includes/js/media-editor.min3781.js	(from https://jefesprofootball.com/noticias/)
15:20:04	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/13576-1684465059757.7075	https://stats.wp.com/e-202330.js	C:/My%20Web%20Sites/noticias/stats.wp.com/e-202330.js	(from https://jefesprofootball.com/noticias/)
15:20:04	20292/20292	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622fce81-4f44%22	https://jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.5.1	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/frontend.min9d52.js	(from https://jefesprofootball.com/noticias/)
15:20:04	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264997986-2fa6%22	https://jefesprofootball.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?m=1687779718	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.minfb71.js	(from https://jefesprofootball.com/noticias/)
15:20:04	40814/40814	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264997986-9f6e%22	https://jefesprofootball.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.14.1	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-content/plugins/elementor/assets/js/frontend.mina1c3.js	(from https://jefesprofootball.com/noticias/)
15:20:05	24283/24283	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622fce81-5edb%22	https://jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?m=1647300225	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-content/plugins/pro-elements/assets/js/elements-handlers.mine119.js	(from https://jefesprofootball.com/noticias/)
15:20:05	771/771	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b7072e-303%22	https://jefesprofootball.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.2.3	C:/My%20Web%20Sites/noticias/jefesprofootball.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min7f54.js	(from https://jefesprofootball.com/noticias/)
